rowid,country,year,indicator_id,indicator_name_main,indicator_name,sub_indicator_name,indicator_value,subnational,remarks,source,source_url
186,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,37.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
187,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,56.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
188,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,35.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
189,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,59.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
190,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,37.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
191,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,59.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
192,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematics Formula,Proportion of Youth and Adults with ICT Skills,Mathematics Formula,42.4,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
193,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,27.7,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
194,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,42.6,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
195,Brunei Darussalam,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,52.4,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
196,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,38,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
197,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,20.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
198,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,51.3,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
199,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,12.5,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
200,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,52.9,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
201,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,17.3,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
202,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,2.3,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
203,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,28.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
204,Malaysia,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,33.6,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
205,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,43,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
206,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,48.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
207,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,55.5,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
208,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,20.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
209,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,44.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
210,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,24.8,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
211,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,7.5,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
212,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,33.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
213,Malaysia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,42.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
214,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,43.8,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
215,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,49.5,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
216,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,56.3,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
217,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,24.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
218,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,57.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
219,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,25.9,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
220,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,7.8,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
221,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,34.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
222,Malaysia,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,43.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
223,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,44.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
224,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,50.6,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
225,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,58,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
226,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,24.9,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
227,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,59,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
228,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,26.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
229,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,8.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
230,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,37.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
231,Malaysia,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,45,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
232,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,55.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
233,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,57.6,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
234,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
235,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,31.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
236,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,70.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
237,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,31.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
238,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,11.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
239,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,46.2,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
240,Malaysia,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,54.6,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
241,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,65.7,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
242,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,63.4,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
243,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
244,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,43.3,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
245,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,77.8,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
246,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematical Formula,Proportion of Youth and Adults with ICT Skills,Mathematical Formula,43.9,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
247,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,16.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
248,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,55.9,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
249,Malaysia,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,62.1,,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Malaysia.pdf
250,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,3.70,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
251,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,2.14,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
252,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy-Paste Content,Proportion of Youth and Adults with ICT Skills,Copy-Paste Content,7.36,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
253,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,2.89,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
254,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate/Move File,Proportion of Youth and Adults with ICT Skills,Duplicate/Move File,7.53,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
255,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Use Mathematical Formula (Spreadsheet),Proportion of Youth and Adults with ICT Skills,Use Mathematical Formula (Spreadsheet),5.85,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
256,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Write Computer Program,Proportion of Youth and Adults with ICT Skills,Write Computer Program,0.54,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
257,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install/Download Software,Proportion of Youth and Adults with ICT Skills,Install/Download Software,2.71,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
258,Lao PDR,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer Files Between Devices,Proportion of Youth and Adults with ICT Skills,Transfer Files Between Devices,5.3,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
259,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,3.42,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
260,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,2.54,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
261,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy-Paste Content,Proportion of Youth and Adults with ICT Skills,Copy-Paste Content,6.7,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
262,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,3.2,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
263,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate/Move File,Proportion of Youth and Adults with ICT Skills,Duplicate/Move File,6.76,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
264,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Use Mathematical Formula (Spreadsheet),Proportion of Youth and Adults with ICT Skills,Use Mathematical Formula (Spreadsheet),5.9,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
265,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Write Computer Program,Proportion of Youth and Adults with ICT Skills,Write Computer Program,0.53,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
266,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install/Download Software,Proportion of Youth and Adults with ICT Skills,Install/Download Software,3.63,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
267,Lao PDR,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer Files Between Devices,Proportion of Youth and Adults with ICT Skills,Transfer Files Between Devices,5.19,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
268,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,26.2,,,,
269,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,20.2,,,,
270,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy-Paste Content,Proportion of Youth and Adults with ICT Skills,Copy-Paste Content,59.6,,,,
271,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,30.2,,,,
272,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate/Move File,Proportion of Youth and Adults with ICT Skills,Duplicate/Move File,59.6,,,,
273,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Use Mathematical Formula (Spreadsheet),Proportion of Youth and Adults with ICT Skills,Use Mathematical Formula (Spreadsheet),25.2,,,,
274,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Write Computer Program,Proportion of Youth and Adults with ICT Skills,Write Computer Program,3.5,,,,
275,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install/Download Software,Proportion of Youth and Adults with ICT Skills,Install/Download Software,25.5,,,,
276,Indonesia,2017,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer Files Between Devices,Proportion of Youth and Adults with ICT Skills,Transfer Files Between Devices,50.7,,,,
277,Philippines,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using basic arithmetic formulas in a spreadsheet,Proportion of Youth and Adults with ICT Skills,Using basic arithmetic formulas in a spreadsheet,7.2,,,,
278,Philippines,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using copy/paste tools,Proportion of Youth and Adults with ICT Skills,Using copy/paste tools,24.5,,,,
279,Philippines,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Sending emails with attachment,Proportion of Youth and Adults with ICT Skills,Sending emails with attachment,25.8,,,,
280,Philippines,2019,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Creating electronic presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",Proportion of Youth and Adults with ICT Skills,"Creating electronic presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",9.1,,,,
281,Philippines,2019,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Finding, downloading, installing, and configuring software",Proportion of Youth and Adults with ICT Skills,"Finding, downloading, installing, and configuring software",10.5,,,,
282,Philippines,2019,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transferring files between a computer and other devices,Proportion of Youth and Adults with ICT Skills,Transferring files between a computer and other devices,22.2,,,,
283,Timor Leste,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Setting a reminder,Proportion of Youth and Adults with ICT Skills,Setting a reminder,61,,,,
284,Timor Leste,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Editing a document or image,Proportion of Youth and Adults with ICT Skills,Editing a document or image,52,,,,
285,Timor Leste,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transferring files ,Proportion of Youth and Adults with ICT Skills,Transferring files ,48,,,,
286,Timor Leste,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using formulas in spreadsheet,Proportion of Youth and Adults with ICT Skills,Using formulas in spreadsheet,19,,,,
287,Timor Leste,2015,NUM-00011,Proportion of Youth and Adults with ICT Skills_Wrting a code,Proportion of Youth and Adults with ICT Skills,Wrting a code,9,,,,
,,,,,
