rowid,country,year,indicator_id,indicator_name_main,indicator_name,sub_indicator_name,indicator_value,subnational,remarks,source,source_url
105,Singapore,2020,NUM-00011,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,Proportion of Youth and Adults with ICT Skills,Verifying The Reliability Of Information Found Online,,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
106,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,Proportion of Youth and Adults with ICT Skills,Using Basic Arithmetic Formula In A Spreadsheet,41.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
107,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",Proportion of Youth and Adults with ICT Skills,"Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
108,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",Proportion of Youth and Adults with ICT Skills,"Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",70.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
109,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",Proportion of Youth and Adults with ICT Skills,"Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
110,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",Proportion of Youth and Adults with ICT Skills,"Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",42.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
111,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),Proportion of Youth and Adults with ICT Skills,Doing An Online Course (In Any Subject),12.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
112,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,Proportion of Youth and Adults with ICT Skills,Getting Information About Goods Or Services Online,67.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
113,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,Proportion of Youth and Adults with ICT Skills,Purchasing Or Ordering Goods Or Services Using The Internet,75.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
114,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",Proportion of Youth and Adults with ICT Skills,"Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",53.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
115,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",36.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
116,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",79.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
117,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",Proportion of Youth and Adults with ICT Skills,"Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",31.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
118,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",Proportion of Youth and Adults with ICT Skills,"Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",10.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
119,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",Proportion of Youth and Adults with ICT Skills,"Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",73.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
120,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",Proportion of Youth and Adults with ICT Skills,"Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",77.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
121,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,Proportion of Youth and Adults with ICT Skills,Participating In Social Networks,69,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
122,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",Proportion of Youth and Adults with ICT Skills,"Finding, Downloading, Installing And Configuring Software And Apps",60.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
123,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),Proportion of Youth and Adults with ICT Skills,Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),56.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
124,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,Proportion of Youth and Adults with ICT Skills,Uploading Self/User-Created Content To A Website To Be Shared,42.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
125,Singapore,2021,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",Proportion of Youth and Adults with ICT Skills,"Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",75.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
126,Singapore,2021,NUM-00011,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,Proportion of Youth and Adults with ICT Skills,Verifying The Reliability Of Information Found Online,80.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
127,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,Proportion of Youth and Adults with ICT Skills,Using Basic Arithmetic Formula In A Spreadsheet,36.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
128,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",Proportion of Youth and Adults with ICT Skills,"Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",54.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
129,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",Proportion of Youth and Adults with ICT Skills,"Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",46.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
130,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",Proportion of Youth and Adults with ICT Skills,"Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",75.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
131,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",Proportion of Youth and Adults with ICT Skills,"Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",37.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
132,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),Proportion of Youth and Adults with ICT Skills,Doing An Online Course (In Any Subject),17.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
133,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,Proportion of Youth and Adults with ICT Skills,Getting Information About Goods Or Services Online,63.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
134,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,Proportion of Youth and Adults with ICT Skills,Purchasing Or Ordering Goods Or Services Using The Internet,66.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
135,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",Proportion of Youth and Adults with ICT Skills,"Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",44,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
136,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",28.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
137,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",78.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
138,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",Proportion of Youth and Adults with ICT Skills,"Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",31.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
139,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",Proportion of Youth and Adults with ICT Skills,"Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",6.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
140,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",Proportion of Youth and Adults with ICT Skills,"Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",76.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
141,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",Proportion of Youth and Adults with ICT Skills,"Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",79.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
142,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,Proportion of Youth and Adults with ICT Skills,Participating In Social Networks,69.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
143,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",Proportion of Youth and Adults with ICT Skills,"Finding, Downloading, Installing And Configuring Software And Apps",55.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
144,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),Proportion of Youth and Adults with ICT Skills,Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),52.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
145,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,Proportion of Youth and Adults with ICT Skills,Uploading Self/User-Created Content To A Website To Be Shared,43.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
146,Singapore,2022,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",Proportion of Youth and Adults with ICT Skills,"Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",65.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
147,Singapore,2022,NUM-00011,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,Proportion of Youth and Adults with ICT Skills,Verifying The Reliability Of Information Found Online,85,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
148,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,Proportion of Youth and Adults with ICT Skills,Using Basic Arithmetic Formula In A Spreadsheet,41.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
149,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",Proportion of Youth and Adults with ICT Skills,"Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",57.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
150,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",Proportion of Youth and Adults with ICT Skills,"Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",51.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
151,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",Proportion of Youth and Adults with ICT Skills,"Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",69.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
152,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",Proportion of Youth and Adults with ICT Skills,"Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",44,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
153,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),Proportion of Youth and Adults with ICT Skills,Doing An Online Course (In Any Subject),20.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
154,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,Proportion of Youth and Adults with ICT Skills,Getting Information About Goods Or Services Online,65.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
155,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,Proportion of Youth and Adults with ICT Skills,Purchasing Or Ordering Goods Or Services Using The Internet,66.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
156,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",Proportion of Youth and Adults with ICT Skills,"Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",54.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
157,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",35.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
158,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",Proportion of Youth and Adults with ICT Skills,"Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",75.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
159,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",Proportion of Youth and Adults with ICT Skills,"Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",37.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
160,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",Proportion of Youth and Adults with ICT Skills,"Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",10.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
161,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",Proportion of Youth and Adults with ICT Skills,"Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",74.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
162,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",Proportion of Youth and Adults with ICT Skills,"Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",78.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
163,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,Proportion of Youth and Adults with ICT Skills,Participating In Social Networks,71.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
164,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",Proportion of Youth and Adults with ICT Skills,"Finding, Downloading, Installing And Configuring Software And Apps",57.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
165,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),Proportion of Youth and Adults with ICT Skills,Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),54.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
166,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,Proportion of Youth and Adults with ICT Skills,Uploading Self/User-Created Content To A Website To Be Shared,41.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
167,Singapore,2023,NUM-00011,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",Proportion of Youth and Adults with ICT Skills,"Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",75.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
168,Singapore,2023,NUM-00011,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,Proportion of Youth and Adults with ICT Skills,Verifying The Reliability Of Information Found Online,75.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
169,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,70,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
170,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,45,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
171,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,89,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
172,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,34,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
173,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,68,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
174,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematics Formula,Proportion of Youth and Adults with ICT Skills,Mathematics Formula,25,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
175,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,17,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
176,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,57,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
177,Brunei Darussalam,2016,NUM-00011,Proportion of Youth and Adults with ICT Skills_Transfer File,Proportion of Youth and Adults with ICT Skills,Transfer File,63,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
178,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Attach File,Proportion of Youth and Adults with ICT Skills,Attach File,59.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
179,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Connect to Internet,Proportion of Youth and Adults with ICT Skills,Connect to Internet,42.4,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
180,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Copy Paste,Proportion of Youth and Adults with ICT Skills,Copy Paste,59.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
181,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Create File,Proportion of Youth and Adults with ICT Skills,Create File,42.6,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
182,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Duplicate File,Proportion of Youth and Adults with ICT Skills,Duplicate File,59.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
183,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Mathematics Formula,Proportion of Youth and Adults with ICT Skills,Mathematics Formula,56.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
184,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Programming Language,Proportion of Youth and Adults with ICT Skills,Programming Language,,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
185,Brunei Darussalam,2018,NUM-00011,Proportion of Youth and Adults with ICT Skills_Install Software,Proportion of Youth and Adults with ICT Skills,Install Software,35.5,No,,UNESCO Institute for Statistics,https://uis.unesco.org/sites/default/files/country-profile/Brunei%20Darussalam.pdf
